title,vote_average,vote_count,runtime,genres,year
Tada's Do-It-All House,5.3,2.0,123.0,['drama'],2011
Children of the Dark,7.0,3.0,138.0,['drama'],2008
All Around Us,8.3,3.0,140.0,['drama'],2008
Hanging Garden,7.4,7.0,114.0,"['drama', 'romance']",2005
The Most Beautiful Night In The World,7.7,3.0,160.0,['drama'],2008
Life Can Be So Wonderful,0.0,0.0,70.0,[],2007
Mitsuko Delivers,4.3,2.0,109.0,"['drama', 'comedy']",2011
Tokyo Park,6.0,5.0,119.0,['drama'],2011
Cartagena,6.1,12.0,93.0,"['drama', 'romance']",2009
Be Sure to Share,6.5,4.0,109.0,['drama'],2009
Pornography: A Thriller,5.2,7.0,115.0,"['thriller', 'mystery']",2009
Song to Song,5.4,179.0,129.0,"['drama', 'music', 'romance']",2017
To the Bone,7.3,714.0,107.0,['drama'],2017
Girlfriend's Day,4.5,34.0,70.0,"['comedy', 'drama']",2017
To Walk Invisible,7.8,11.0,120.0,['drama'],2016
Have a Nice Day,6.0,2.0,77.0,"['animation', 'crime']",2017
Higglety Pigglety Pop! or There Must Be More to Life,5.0,1.0,24.0,"['family', 'fantasy']",2010
The Up in Smoke Tour,7.7,18.0,119.0,"['documentary', 'music']",2000
Clarisse or Something About Us,0.0,0.0,84.0,"['mystery', 'drama', 'fantasy', 'horror']",2015
American Fable,6.3,27.0,96.0,"['drama', 'thriller']",2017
Fögi Is a Bastard,5.9,11.0,91.0,"['drama', 'foreign', 'music', 'romance']",1998
You Can't Kill Stephen King,4.3,13.0,86.0,"['comedy', 'horror']",2012
Coda,8.4,11.0,9.0,"['drama', 'animation']",2013
Katherine Ryan: In Trouble,6.8,8.0,63.0,['comedy'],2017
Teenage Kicks,7.7,3.0,98.0,['drama'],2016
Continental Circus,7.3,2.0,102.0,[],1972
Cam-Girl,1.0,1.0,90.0,"['thriller', 'mystery']",2016
Once Upon a Time Veronica,5.6,7.0,91.0,['drama'],2012
Almost Adults,6.0,40.0,90.0,"['comedy', 'drama', 'romance']",2016
Blondie's New York and the Making of Parallel Lines,3.9,4.0,50.0,"['music', 'documentary']",2014
A Sinner in Mecca,7.7,3.0,79.0,['documentary'],2015
My Blind Date with Life,7.4,33.0,111.0,['comedy'],2017
Through the Air,6.6,8.0,0.0,['drama'],2015
Girl in the Sunny Place,6.5,5.0,128.0,"['drama', 'romance', 'fantasy']",2013
A Good Wife,7.0,6.0,90.0,['drama'],2017
Class Relations,7.0,2.0,127.0,['drama'],1984
Dream City,7.5,2.0,124.0,['adventure'],1973
Spoor,7.6,12.0,128.0,"['crime', 'drama', 'mystery', 'thriller']",2017
God's Own Country,5.4,8.0,105.0,"['romance', 'drama']",2017
A Fantastic Woman,7.2,13.0,104.0,['drama'],2017
Colo,0.0,0.0,136.0,['drama'],2017
Image,4.3,6.0,100.0,"['thriller', 'drama']",2014
What's a Human Anyway?,6.3,4.0,0.0,[],2006
Winning Favour,0.0,0.0,70.0,[],0
Christmas on Salvation Street,6.0,2.0,0.0,[],2014
White Wolves - A Cry in the Wild II,5.5,2.0,90.0,"['action', 'family', 'adventure']",1993
Teenage Mutant Ninja Turtles: We Wish You a Turtle Christmas,0.0,0.0,25.0,[],1994
Peluca,7.0,4.0,9.0,['comedy'],2003
Whn the day had no name,7.0,2.0,,[],0
"Ana, My Love",0.0,3.0,127.0,['drama'],2017
Hostages,9.0,3.0,104.0,['drama'],2017
Far from Vietnam,5.6,4.0,115.0,['war'],1967
Kill Ratio,3.9,13.0,86.0,['action'],2016
Trash Fire,6.2,19.0,91.0,"['comedy', 'horror', 'romance']",2016
Everything Will Be OK,8.2,19.0,17.0,"['animation', 'drama']",2006
Bockerer,6.8,8.0,104.0,"['drama', 'history']",1981
Lovesong,6.4,30.0,85.0,"['drama', 'romance']",2017
Gangs,4.4,9.0,90.0,"['comedy', 'drama']",2009
Germany: A Summer's Fairytale,7.2,15.0,107.0,['documentary'],2006
Dieter - The Movie,2.7,7.0,85.0,"['animation', 'comedy']",2006
Jen Kirkman: Just Keep Livin',7.6,7.0,69.0,['comedy'],2017
Colin Quinn: The New York Story,6.3,3.0,62.0,['comedy'],2016
Cedric the Entertainer: Live from the Ville,7.0,5.0,60.0,['comedy'],2016
Our Trip to Africa,6.9,12.0,13.0,['documentary'],1966
The Fabulous Patars,6.8,28.0,98.0,['comedy'],2016
As I Open My Eyes,7.3,12.0,98.0,['drama'],2015
Hôtel Normandy,4.9,14.0,97.0,['comedy'],2013
The Fourth Annual 'On Cinema' Oscar Special,0.0,0.0,185.0,['comedy'],2016
They Nest,4.7,15.0,92.0,"['science fiction', 'horror']",2000
Nuremberg: Its Lesson for Today,0.0,0.0,78.0,"['drama', 'documentary']",1948
Major Grom,6.6,14.0,27.0,"['action', 'adventure', 'science fiction', 'drama']",2017
The Cradle,4.1,2.0,92.0,"['horror', 'thriller']",2007
Offerings,4.8,4.0,95.0,['horror'],1989
Becoming Warren Buffett,7.4,7.0,90.0,['documentary'],2017
Queen of Spades: The Dark Rite,5.3,10.0,93.0,"['thriller', 'horror', 'mystery']",2015
Drifter,6.7,3.0,86.0,"['crime', 'horror', 'thriller']",2016
Follow,5.5,6.0,74.0,['thriller'],2015
Everybody Loves Somebody,6.3,22.0,102.0,"['romance', 'comedy']",2017
The Reconquest,4.0,5.0,108.0,"['romance', 'drama']",2016
Max Rose,5.0,2.0,83.0,['drama'],2016
Matt Besser: Besser Breaks The Record,0.0,0.0,63.0,['comedy'],2016
Rory Scovel: The Charleston Special,8.0,2.0,58.0,['comedy'],2015
Tony Hinchcliffe: One Shot,8.3,4.0,57.0,['comedy'],2016
Whitney Cummings: I'm Your Girlfriend,6.0,3.0,60.0,['comedy'],2016
Alonzo Bodden: Historically Incorrect,8.0,1.0,61.0,['comedy'],2016
Theo Von: No Offense,7.7,3.0,66.0,['comedy'],2016
Steve-O: Guilty as Charged,6.2,5.0,50.0,['comedy'],2016
Stephen Lynch: Hello Kalamazoo,10.0,1.0,92.0,"['music', 'comedy']",2016
Cameron Esposito: Marriage Material,7.0,1.0,72.0,['comedy'],2016
Frankie Boyle: Hurt Like You've Never Been Loved,10.0,3.0,64.0,['comedy'],2016
Nikki Glaser: Perfect,7.0,3.0,62.0,['comedy'],2016
Rachel Feinstein: Only Whores Wear Purple,0.0,0.0,52.0,['comedy'],2016
Chris Hardwick: Funcomfortable,7.0,3.0,74.0,['comedy'],2016
Gary Gulman: It's About Time,7.7,3.0,53.0,['comedy'],2016
Michael Ian Black: Noted Expert,7.7,3.0,60.0,['comedy'],2016
Brad Williams: Daddy Issues,9.0,1.0,61.0,['comedy'],2016
Quincy Jones: Burning the Light,6.0,1.0,0.0,['comedy'],2016
Ben Gleib: Neurotic Gangster,0.0,0.0,59.0,['comedy'],2016
Willie Barcena: The Truth Hurts,0.0,0.0,60.0,['comedy'],2016
Josh Blue: Delete,1.0,1.0,60.0,['comedy'],2016
Godfrey: Regular Black,0.0,0.0,71.0,['comedy'],2016
Martin Lawrence Doin’ Time,6.3,5.0,60.0,['comedy'],2016
Doug Stanhope: No Place Like Home,6.7,3.0,72.0,['comedy'],2016
Sebastian Maniscalco: Why Would You Do That?,10.0,2.0,63.0,['comedy'],2016
Lewis Black: Black to the Future,6.0,1.0,50.0,['comedy'],2016
Jena Friedman: American Cunt,0.0,0.0,57.0,['comedy'],2016
Wanda Sykes: What Happened… Ms. Sykes?,0.0,0.0,59.0,['comedy'],2016
Barry Crimmins: Whatever Threatens You,0.0,0.0,58.0,['comedy'],2016
Janeane Garofalo: If I May,8.0,1.0,66.0,['comedy'],2016
Pete Davidson: SMD,5.0,1.0,50.0,['comedy'],2016
Mo Mandel: Negative Reinforcement,0.0,0.0,67.0,['comedy'],2016
Kathleen Madigan: Bothering Jesus,6.0,2.0,71.0,['comedy'],2016
Dan Levy: Lion,0.0,0.0,0.0,['comedy'],2016
Aries Spears: Comedy Blueprint,0.0,0.0,59.0,['comedy'],2016
Tony Roberts: Motorcity Motormouth,7.0,1.0,50.0,['comedy'],2016
Joey Coco Diaz: Sociably UnAcceptable,0.0,0.0,58.0,['comedy'],2016
Tom Papa: Human Mule,8.0,2.0,60.0,['comedy'],2016
Nick Thune: Good Guy,0.0,0.0,60.0,['comedy'],2016
Ian Harvie: May the Best Cock Win,0.0,0.0,58.0,['comedy'],2016
Ogres,7.3,14.0,142.0,['drama'],2016
Missing,4.3,2.0,0.0,"['crime', 'drama', 'thriller']",2007
R.A.I.D. Special Unit,5.8,207.0,105.0,"['action', 'comedy']",2017
Pre Vis Action,6.2,5.0,6.0,['action'],2016
My Entire High School Sinking Into the Sea,8.2,3.0,75.0,['animation'],2016
El cimarrón,5.0,1.0,102.0,"['romance', 'drama']",2006
Savage Abduction,5.5,2.0,82.0,"['horror', 'thriller']",1973
Gantz:O,7.2,70.0,95.0,"['action', 'animation', 'horror', 'science fiction']",2016
The Strange Woman,6.7,7.0,100.0,['drama'],1946
The Man Who Cheated Himself,5.9,8.0,81.0,"['drama', 'thriller', 'crime', 'mystery']",1950
Britney Ever After,2.8,10.0,120.0,"['drama', 'tv movie']",2017
The Little Whirlwind,5.4,8.0,8.0,"['animation', 'comedy']",1941
Game Over,7.2,6.0,2.0,['drama'],2006
The Roommate,6.0,1.0,90.0,"['thriller', 'horror']",2008
Cart,6.8,5.0,103.0,['drama'],2014
The Silent Mountain,6.3,9.0,95.0,"['war', 'adventure', 'drama', 'romance']",2014
Ballroom Dancer,5.0,1.0,78.0,['documentary'],2011
Indivisible,7.0,45.0,100.0,['drama'],2016
Mr. Pig,6.1,9.0,100.0,['drama'],2016
Sister Cities,7.5,12.0,86.0,"['drama', 'tv movie']",2016
Emily & Tim,7.3,2.0,88.0,['drama'],2015
Magicians: Life in the Impossible,6.6,7.0,85.0,['documentary'],2016
Journey,0.0,0.0,70.0,['drama'],2015
Lust in the Mummy's Tomb,0.0,0.0,40.0,"['horror', 'fantasy']",2002
Paris by Night of the Living Dead,5.4,5.0,12.0,['horror'],2009
Dynamite Warrior,5.5,10.0,103.0,"['action', 'foreign', 'thriller']",2006
Mercury Man,4.3,4.0,106.0,"['action', 'adventure']",2006
Shogun's Joys of Torture,6.8,4.0,85.0,['horror'],1968
White Rose Campus: Then... Everybody Gets Raped,4.7,3.0,66.0,[],1982
The Strange Saga of Hiroshi the Freeloading Sex Machine,5.9,8.0,64.0,[],2005
Shyness Machine Girl,4.7,7.0,22.0,"['comedy', 'action', 'science fiction']",2009
Yo-Yo Girl Cop,5.3,9.0,98.0,"['action', 'crime', 'thriller']",2006
Lethal Angels,5.0,1.0,83.0,"['action', 'thriller', 'foreign']",2006
Lunch Box,2.5,2.0,65.0,"['romance', 'drama']",2004
Malibu Shark Attack,3.8,17.0,87.0,['horror'],2009
The Girls Rebel Force of Competitive Swimmers,4.9,9.0,78.0,"['action', 'horror']",2007
Cage II: The Arena of Death,2.0,1.0,106.0,"['action', 'drama']",1994
Make-Out with Violence,5.7,6.0,105.0,"['comedy', 'fantasy', 'horror', 'romance']",2008
Lure: Teen Fight Club,3.0,5.0,93.0,"['action', 'drama', 'crime']",2010
Priceless,6.2,31.0,97.0,"['drama', 'romance']",2016
"Nick Cannon: Stand Up, Don't Shoot",7.0,1.0,62.0,['comedy'],2017
Ayurveda: Art of Being,5.5,3.0,101.0,['documentary'],2001
Departure,7.2,14.0,109.0,"['drama', 'romance', 'family']",2016
Fair Haven,6.3,14.0,90.0,"['family', 'drama']",2017
Akron,6.9,14.0,88.0,"['romance', 'drama']",2015
Parched,8.5,23.0,116.0,['drama'],2015
10 Minutes,7.5,2.0,91.0,[],2014
Invasion,8.0,2.0,123.0,['drama'],1969
Oklahoma City,6.4,11.0,101.0,['documentary'],2017
Fanny's Journey,6.9,35.0,94.0,['drama'],2016
Tonight It's You,6.0,1.0,17.0,['horror'],2016
Tonight It's Me,6.0,2.0,13.0,"['drama', 'romance']",2014
The Order,6.5,2.0,44.0,['documentary'],1973
Buffalo Dance,3.8,6.0,1.0,['documentary'],1894
Kung Fu Vs. Acrobatic,6.0,1.0,99.0,"['action', 'adventure', 'comedy', 'fantasy']",1990
Once Upon a Line,8.0,3.0,8.0,['animation'],2016
Happy End,8.3,3.0,6.0,"['comedy', 'animation']",2016
Asteria,6.7,3.0,5.0,"['animation', 'comedy', 'science fiction']",2017
Fist of the North Star: Legend of Raoh - Chapter of Death in Love,6.5,12.0,95.0,"['animation', 'action']",2006
Fist of the North Star: Legend of Yuria,5.3,5.0,0.0,"['action', 'animation']",2007
Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,6.1,10.0,95.0,"['action', 'animation']",2007
Fist of the North Star: Legend of Toki,5.8,6.0,60.0,"['animation', 'action']",2008
Fist of the North Star: The Legend of Kenshiro,5.6,5.0,83.0,"['animation', 'action']",2008
Enemy of the Reich: The Noor Inayat Khan Story,0.0,0.0,56.0,['documentary'],2014
Saint Seiya Heaven Chapter: Overture,6.6,19.0,83.0,"['animation', 'fantasy']",2004
Saint Seiya: Evil Goddess Eris,5.8,22.0,46.0,"['action', 'animation', 'fantasy']",1987
Saint Seiya: The Heated Battle of the Gods,6.5,15.0,46.0,"['action', 'animation', 'fantasy']",1988
Saint Seiya: Legend of Crimson Youth,6.6,21.0,75.0,"['action', 'animation', 'fantasy']",1988
Saint Seiya: Warriors of the Final Holy Battle,5.8,19.0,45.0,"['action', 'animation', 'fantasy']",1989
Sing,7.7,15.0,25.0,['drama'],2016
Silent Nights,7.0,4.0,30.0,[],2016
Timecode,8.6,7.0,15.0,[],2016
Enemies Within,7.0,4.0,27.0,['drama'],2016
Nick Di Paolo: Another Senseless Killing,0.0,0.0,56.0,['comedy'],2015
Gary Owen: I Agree With Myself,0.0,0.0,75.0,['comedy'],2015
Mel Brooks: Live at the Geffen,8.0,1.0,58.0,['comedy'],2015
Brian Gaar: Jokes I Wrote At Work,0.0,0.0,59.0,['comedy'],2015
Andy Peters: Exclamation Mark Question Point,0.0,0.0,50.0,['comedy'],2015
Barry Hilton: The Live Series,0.0,0.0,0.0,['comedy'],2015
Keith Robinson: Back of the Bus Funny,0.0,0.0,60.0,['comedy'],2015
Ralphie May: Unruly,0.0,0.0,83.0,['comedy'],2015
Trevor Moore: High In Church,7.5,2.0,60.0,['comedy'],2015
Jay Mohr: Happy. And A Lot.,0.0,0.0,67.0,['comedy'],2015
Jim Norton: Contextually Inadequate,7.8,5.0,57.0,['comedy'],2015
Nate Bargatze: Full Time Magic,8.0,2.0,62.0,['comedy'],2015
Mick Foley: Cheap Pops,0.0,0.0,58.0,['comedy'],2015
Brad Williams: Fun Size,8.5,1.0,59.0,['comedy'],2015
Christopher Titus: Angry Pursuit of Happiness,10.0,2.0,105.0,['comedy'],2014
Jim Breuer: Comic Frenzy,6.0,1.0,58.0,['comedy'],2015
Nick Swardson: Taste It,10.0,2.0,68.0,['comedy'],2015
Susan Calman: Lady Like,0.0,0.0,84.0,['comedy'],2015
Lisa Lampanelli: Back to the Drawing Board,6.5,1.0,60.0,['comedy'],2015
Bridget Everett: Gynecological Wonder,0.0,0.0,42.0,['comedy'],2015
Jay Pharoah: Can I Be Me?,6.3,2.0,62.0,['comedy'],2015
Natasha Leggero: Live at Bimbo's,7.7,3.0,52.0,['comedy'],2015
Craig Ferguson: Just Being Honest,6.5,4.0,75.0,['comedy'],2015
Jeff Dunham: Unhinged in Hollywood,5.9,7.0,42.0,"['comedy', 'music']",2015
Steve Rannazzisi: Breaking Dad,5.0,2.0,42.0,"['tv movie', 'comedy']",2015
Margaret Cho: PsyCHO,0.0,0.0,81.0,['comedy'],2015
Brian Regan: Live From Radio City Music Hall,8.0,1.0,57.0,['comedy'],2015
Anjelah Johnson: Not Fancy,4.5,4.0,63.0,['comedy'],2015
Jimmy Dore: Sentenced To Live,0.0,0.0,77.0,['comedy'],2015
Paul F. Tompkins: Crying and Driving,8.3,3.0,43.0,['comedy'],2015
Sarah Colonna: I Can't Feel My Legs,0.0,0.0,67.0,['comedy'],2015
Miles Jupp: Is The Chap You're Thinking Of,0.0,0.0,102.0,['comedy'],2015
John Bishop Supersonic Live,7.5,2.0,80.0,['comedy'],2015
Trevor Noah: Lost In Translation,8.0,2.0,64.0,['comedy'],2015
Dara O'Briain Crowd Tickler,7.0,2.0,94.0,['comedy'],2015
Kevin Bridges Live: A Whole Different Story,8.6,5.0,89.0,['comedy'],2015
Marc Maron: More Later,8.1,5.0,75.0,['comedy'],2015
Elliott Morgan: Premature,0.0,0.0,61.0,['comedy'],2015
Mike Epps: Don't Take It Personal,6.0,3.0,60.0,['comedy'],2015
Scavengers,2.7,9.0,94.0,"['action', 'science fiction']",2013
Jerrod Carmichael: Love at the Store,7.5,2.0,54.0,"['comedy', 'tv movie']",2014
Keith Lowell Jensen: Atheist Christmas,0.0,0.0,58.0,[],2014
"Myq Kaplan: Small, Dork and Handsome",6.5,2.0,66.0,['comedy'],2014
Kurt Metzger: White Precious,0.0,0.0,60.0,['comedy'],2014
Tracy Morgan: Bona Fide,4.9,4.0,60.0,"['tv movie', 'comedy']",2014
Joe Rogan: Rocky Mountain High,0.0,0.0,63.0,['comedy'],2014
Greg Giraldo: Midlife Vices,5.8,3.0,67.0,['comedy'],2009
Sebastian Maniscalco: Aren't You Embarrassed?,0.0,0.0,63.0,['comedy'],2014
Robert Newman's History of Oil,4.3,2.0,46.0,"['action', 'comedy', 'thriller', 'documentary']",2006
Alan Davies: Live at the Lyric,6.0,1.0,63.0,['comedy'],1994
"Al Murray, The Pub Landlord - Glass of White Wine for the Lady",0.0,0.0,64.0,['comedy'],2004
John Pinette: I Say Nay Nay,6.5,3.0,60.0,['comedy'],2005
John Pinette: I'm Starvin'!,7.4,7.0,73.0,['comedy'],2007
Micky Flanagan: Live - Back In The Game Tour,6.5,4.0,0.0,['comedy'],2013
Trémulo,7.2,5.0,20.0,['romance'],2015
Don't Hang Up,5.7,97.0,83.0,"['horror', 'thriller']",2016
The Glass Castle,6.5,29.0,127.0,['drama'],2017
Beautiful Vera,5.0,1.0,88.0,"['music', 'comedy']",1950
Petos,7.0,1.0,,['crime'],1988
Mean Dreams,6.5,22.0,108.0,"['drama', 'thriller']",2016
Banking on Bitcoin,7.0,17.0,90.0,"['documentary', 'history']",2016
The Void,5.8,207.0,90.0,"['mystery', 'horror', 'science fiction']",2016
Disaster!,4.6,11.0,83.0,"['action', 'animation', 'comedy', 'science fiction']",2006
Dartmoor Killing,5.8,4.0,0.0,[],2015
Fare,4.8,4.0,75.0,"['drama', 'thriller']",2017
The Thirteenth Tale,6.0,18.0,90.0,"['tv movie', 'drama']",2013
Eu Maior,6.0,1.0,90.0,"['documentary', 'drama']",2013
Painkillers,4.2,6.0,105.0,"['thriller', 'science fiction', 'action']",2015
The Apostate,5.6,5.0,80.0,"['comedy', 'drama']",2015
Tom of Finland,7.5,8.0,115.0,['drama'],2017
Magnus,7.2,13.0,76.0,['documentary'],2016
Deconstructing Sgt. Pepper's Lonely Hearts Club Band,0.0,0.0,95.0,[],2017
Chicken and Duck Talk,7.0,6.0,95.0,['comedy'],1988
NY77: The Coolest Year in Hell,8.6,5.0,87.0,['documentary'],2007
Across the Waters,6.8,4.0,94.0,"['drama', 'history', 'war']",2016
The Birch Wood,6.6,5.0,99.0,"['drama', 'family', 'music', 'romance']",1970
Escape from Segovia,6.5,1.0,0.0,"['crime', 'drama']",1981
Donald Cried,8.0,2.0,85.0,"['drama', 'comedy']",2017
Zombies! Zombies! Zombies!,3.6,14.0,82.0,"['comedy', 'horror']",2008
Kill Zombie!,4.7,12.0,90.0,"['comedy', 'horror']",2012
Zombie Wars,4.2,9.0,80.0,['horror'],2006
Zombie Fever,1.5,2.0,95.0,"['comedy', 'horror']",2013
Zombie Pizza,9.3,2.0,94.0,"['horror', 'comedy']",2017
Zombie Christ,1.0,1.0,100.0,['horror'],2010
Stake Land II: The Stakelander,5.4,36.0,85.0,"['action', 'horror']",2016
Sand Storm,5.2,17.0,87.0,['drama'],2016
Wolves,5.6,6.0,109.0,['drama'],2016
Their Finest,7.1,64.0,117.0,"['romance', 'war', 'comedy', 'drama']",2017
The Ottoman Lieutenant,6.5,38.0,111.0,"['romance', 'drama', 'war']",2017
Lady Macbeth,6.7,89.0,89.0,['drama'],2017
The Sense of an Ending,6.7,20.0,108.0,"['mystery', 'drama']",2017
Personal Shopper,5.8,239.0,105.0,"['drama', 'mystery', 'thriller']",2016
The Railroad Lady,7.5,6.0,30.0,"['comedy', 'drama']",2016
Just a Question of Love,7.5,32.0,88.0,"['drama', 'romance']",2000
Wedding Doll,6.3,4.0,82.0,['drama'],2015
Window Horses,7.8,4.0,85.0,"['animation', 'drama']",2016
Love on Delivery,6.1,13.0,100.0,"['comedy', 'action']",1994
The Strange Ones,6.3,2.0,14.0,"['drama', 'mystery']",2011
Goblin,5.0,8.0,92.0,"['horror', 'fantasy', 'science fiction']",2010
River,7.9,37.0,349.0,"['crime', 'drama', 'mystery', 'tv movie']",2015
Extremis,7.3,17.0,24.0,['documentary'],2016
Midnight Diner,7.6,10.0,119.0,['drama'],2014
4.1 Miles,7.8,5.0,21.0,['documentary'],2016
The Rolling Stones - Havana Moon,7.0,3.0,116.0,['music'],2016
Carrie Pilby,7.0,56.0,98.0,"['drama', 'comedy']",2017
The Jackpot!,6.2,15.0,102.0,"['adventure', 'comedy']",1991
La crise,7.7,14.0,0.0,"['drama', 'comedy']",1992
For Better and Worse,3.1,4.0,90.0,['comedy'],2015
The Institute,3.8,32.0,90.0,['thriller'],2017
Lead with Your Heart,3.0,2.0,84.0,"['tv movie', 'drama', 'romance']",2015
Internet - O Filme,4.2,52.0,0.0,['comedy'],2017
Shame the Devil,3.5,3.0,95.0,"['thriller', 'crime', 'mystery']",2013
Prey,5.9,8.0,0.0,"['horror', 'thriller']",2016
Joe's Violin,6.0,3.0,24.0,['documentary'],2016
Patients,7.4,149.0,0.0,"['drama', 'comedy']",2017
The Assignment,4.9,74.0,95.0,"['action', 'crime', 'thriller']",2016
Day of the Panther,4.2,7.0,84.0,['action'],1988
FB: Fighting Beat,5.7,3.0,78.0,['action'],2007
To Be the Best,9.0,1.0,99.0,['action'],1993
Fists of Iron,4.0,2.0,94.0,['action'],1995
Bangkok Adrenaline,4.8,7.0,90.0,"['action', 'comedy']",2009
Ramones: Raw,7.0,1.0,105.0,"['documentary', 'music']",2004
Fallen,5.9,397.0,91.0,"['drama', 'fantasy', 'romance']",2016
Laughter of Others,7.0,1.0,52.0,['documentary'],2012
Tainá: An Amazon Adventure,3.3,3.0,90.0,"['family', 'fantasy', 'adventure']",2001
Men Are From Mars... And That’s Where I’m Going!,6.7,30.0,108.0,['comedy'],2014
Loucas pra Casar,6.1,46.0,90.0,['comedy'],2015
Yes or No 2,6.5,10.0,0.0,[],2012
Mato sem Cachorro,5.5,17.0,0.0,['comedy'],2013
The Shack,6.9,330.0,132.0,"['drama', 'fantasy']",2017
Şevkat Yerimdar,7.5,2.0,,"['romance', 'comedy']",2013
Sword of D'Artagnan,7.1,8.0,0.0,"['family', 'adventure']",2015
Some Dogs Bite,4.7,3.0,85.0,['drama'],2010
The Bride,5.1,23.0,90.0,"['mystery', 'horror', 'thriller']",2017
Les Pépites,7.0,11.0,0.0,['documentary'],2016
The Shimmering Beast,5.0,1.0,128.0,['documentary'],1982
Life,6.3,1959.0,103.0,"['horror', 'science fiction', 'thriller']",2017
Race to Mars,0.0,0.0,0.0,['science fiction'],2007
Lovely Complex,5.9,14.0,99.0,"['comedy', 'romance']",2006
Pro Dia Nascer Feliz,6.3,3.0,89.0,['documentary'],2006
Chico Xavier,6.9,14.0,124.0,['drama'],2010
Foster,6.7,25.0,90.0,"['comedy', 'drama', 'family']",2011
National Geographic American Blackout,4.8,3.0,92.0,['drama'],2013
Don't Kill It,6.1,36.0,93.0,"['fantasy', 'horror']",2016
"Goto, Island of Love",8.3,3.0,93.0,['drama'],1969
Kaabil,8.1,23.0,139.0,"['action', 'crime', 'romance']",2017
Zip & Zap and the Captain's Island,5.0,10.0,105.0,"['adventure', 'comedy']",2016
The Raking,5.7,6.0,98.0,['horror'],2017
Bugcrush,6.8,7.0,36.0,"['thriller', 'horror']",2006
Cruel Summer,6.5,5.0,78.0,"['drama', 'horror', 'thriller']",2016
The Sunshine Makers,7.4,5.0,101.0,['documentary'],2015
The Lost City of Z,6.1,598.0,140.0,"['action', 'adventure', 'drama', 'history']",2016
Sleight,5.8,64.0,89.0,"['drama', 'thriller', 'action', 'science fiction']",2017
Guyver: Dark Hero,5.6,23.0,127.0,['science fiction'],1994
Robert Schimmel: Unprotected,8.5,2.0,55.0,['comedy'],1999
Bill Maher: Be More Cynical,6.7,8.0,68.0,['comedy'],2000
Denis Leary: No Cure for Cancer,7.1,19.0,62.0,['comedy'],1993
Wyatt Cenac: Comedy Person,5.8,3.0,42.0,['comedy'],2011
"Nick Swardson: Seriously, Who Farted?",6.3,11.0,59.0,['comedy'],2009
Jon Stewart: Unleavened,0.0,0.0,42.0,['comedy'],1996
Triumph’s Election Special 2016,0.0,0.0,85.0,['comedy'],2016
Eugene Mirman: An Evening of Comedy in a Fake Underground Laboratory,0.0,0.0,60.0,['comedy'],2012
